review,sentiments,word_count,tokens_count,clean_review
The earpiece on this is too large or too heavy...it keeps falling out of my ear.,0,16,19,earpiece large heavy keeps falling ear
Utter crap.. Sound quality is TERRIBLE.,0,6,8,utter crap sound quality terrible
"The charger arrived within the promised timeframe, but it did not work.",0,12,14,charger arrived within promised timeframe work
"No ear loop needed, it's tiny and the sound is great.",1,11,14,ear loop needed tiny sound great
"Finally, after three or four times the spring of the latch broke and I could not use it any longer on the visor.",0,23,25,finally three four times spring latch broke could use longer visor
"The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.",1,25,29,handsfree part works fine car tries download address book treo reboots overall still rate device high
Talk about USELESS customer service.,0,5,6,talk useless customer service
"It felt too light and ""tinny."".",0,6,10,felt light tinny
This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.,0,20,21,fit palm tungsten e broke first time tried plug
I'm happy about this purchase- good quality and low price.,1,10,12,happy purchase good quality low price
I love the look and feel of Samsung flipphones.,1,9,10,love look feel samsung flipphones
Its well-designed and very sharp -- the blue is a very nice color.,1,13,14,well designed sharp blue nice color
Does everything it should and more.,1,6,7,everything
I could not recommend these more.,0,6,7,could recommend
Nice Sound.,1,2,3,nice sound
"Looks good in the picture, but this case was a huge disappointment!!",0,12,15,looks good picture case huge disappointment
Much less than the jawbone I was going to replace it with.,1,12,13,much less jawbone going replace
Setup went very smoothly.,1,4,5,setup went smoothly
its extremely slow and takes forever to do anything with it.,0,11,12,extremely slow takes forever anything
"A must study for anyone interested in the ""worst sins"" of industrial design.",0,13,16,must study anyone interested worst sins industrial design
The first thing that happened was that the tracking was off.,0,11,12,first thing happened tracking
"It is well made, easy to access the phone and has a handy, detachable belt clip.",1,16,19,well made easy access phone handy detachable belt clip
Then I had to continue pairing it periodically since it somehow kept dropping.,0,13,14,continue pairing periodically since somehow kept dropping
Can't upload ringtones from a third party.,0,7,9,upload ringtones third party
"Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.",0,23,26,bluetooth work phone locks screens flash makes calls randomly pocket locked
Truly awful.,0,2,3,truly awful
"It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did.",1,17,19,works fine motorola cellphone lot better worn battery
The volume for the ringer is REAL good (you have choices how loud).,1,13,16,volume ringer real good choices loud
And none of the tones is acceptable.,0,7,8,none tones acceptable
camera color balance is AWFUL.,0,5,6,camera color balance awful
"This product is clearly not ready for prime time, I don't care how cool it looks, if you can't tell a call is coming in it's worthless.",0,27,33,product clearly ready prime time care cool looks tell call coming worthless
I love the ringtones because they are so upbeat!,1,9,10,love ringtones upbeat
Chinese Forgeries Abound!.,0,3,5,chinese forgeries abound
Easy to pair with my Samsung Cell.,1,7,8,easy pair samsung cell
The instructions didn't explain that a microphone jack could be used.,0,11,13,instructions explain microphone jack could used
i would advise to not purchase this item it never worked very well.,0,13,14,would advise purchase item never worked well
Too bad you have to pay up to $$$ a month for the service!,0,14,17,bad pay $$$ month service
Works well.,1,2,3,works well
The nokia CA-42 USB cable did not work with my phone.,0,11,12,nokia ca usb cable work phone
Clear crisp sound.,1,3,4,clear crisp sound
"I have to use the smallest earpieces provided, but it stays on pretty well.",1,14,16,use smallest earpieces provided stays pretty well
"The biggest complaint I have is, the battery drains superfast.",0,10,12,biggest complaint battery drains superfast
The design might be ergonomic in theory but I could not stand having these in my ear.,0,17,18,design might ergonomic theory could stand ear
Do NOT buy if you want to use the holster.,0,10,11,buy want use holster
The phone can also take great pictures and even video clips.,1,11,12,phone also take great pictures even video clips
It doesn't make you look cool.,0,6,8,make look cool
"Because both ears are occupied, background is not distracting at all.",1,11,13,ears occupied background distracting
"Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.",1,24,26,comfortable fit need headset comfortable least hour time entire day
"Also, the phone doesn't seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.",0,17,21,also phone seem accept anything except cbr mps preferably ripped windows media player
You can't beat the price on these.,1,7,9,beat price
"* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!",1,22,25,comes strong light use light camera shots even flash sos signals seriously
lightweight and works well.,1,4,5,lightweight works well
So just beware.,0,3,4,beware
I love this cable - it allows me to connect any mini-USB device to my PC.,1,16,17,love cable allows connect mini usb device pc
So anyone near you will hear part of your conversation.,0,10,11,anyone near hear part conversation
This is cool because most cases are just open there allowing the screen to get all scratched up.,1,18,19,cool cases open allowing screen get scratched
I bought this phone as a replacement for my StarTac and have regretted it since.,0,15,16,bought phone replacement startac regretted since
Appears to actually outperform the original battery from China that came with my V325i.,1,14,15,appears actually outperform original battery china came vi
Can't store anything but phone numbers to SIM.,0,8,10,store anything phone numbers sim
"It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.",0,23,25,lasts less minutes actually try use phone wife phone problem
Poor quality.,0,2,3,poor quality
"jabra ear gels ""R"" the best!.",1,6,10,jabra ear gels r best
Not worth it.,0,3,4,worth
The phone crashed completely and now I have to get it replaced.,0,12,13,phone crashed completely get replaced
"It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best headset I've ever owned.",1,26,30,quit working used months purchased another one best headset ever owned
"Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).",0,21,28,unfortunately recharge iphone despite connecting multiple power sources imac external battery wall outlet etc
It was a great phone.,1,5,6,great phone
if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.,0,19,20,simply want small flip phone look elsewhere extra bells whistles mediocre
"Good value, works fine - power via USB, car, or wall outlet.",1,12,16,good value works fine power via usb car wall outlet
My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.,1,20,22,phone slide around car grip prevents phone slipping hand
This is simply the BEST bluetooth headset for sound quality!,1,10,11,simply best bluetooth headset sound quality
Think it over when you plan to own this one!This sure is the last MOTO phone for me!,0,18,21,think plan one sure last moto phone
"In the span of an hour, I had two people exclaim ""Whoa - is that the new phone on TV?!?",1,20,25,span hour two people exclaim whoa new phone tv
I have always used corded headsets and the freedom from the wireless is very helpful.,1,15,16,always used corded headsets freedom wireless helpful
"This case has passed the one year mark and while it shows signs of wear, it is 100% functional.",1,19,22,case passed one year mark shows signs wear functional
"Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.",1,24,28,leather nice soft fit tight cut face good shape
It has everything I need and I couldn't ask for more.,1,11,13,everything need ask
After receiving and using the product for just 2 days it broke.,0,12,13,receiving using product days broke
This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.,1,22,24,product great makes working lot easier go copier waiting hold something
None of the three sizes they sent with the headset would stay in my ears.,0,15,16,none three sizes sent headset would stay ears
T-Mobile has the best customer service anywhere.,1,7,8,mobile best customer service anywhere
Arrived quickly and much less expensive than others being sold.,1,10,11,arrived quickly much less expensive others sold
We have tried 2 units and they both failed within 2 months.. Pros,0,13,14,tried units failed within months pros
"Provides good protection and looks classy, too.",1,7,9,provides good protection looks classy
Krussel Always good.,1,3,4,krussel always good
"The tracfonewebsite is user friendly and makes it easy toactivate, etc.",1,11,13,tracfonewebsite user friendly makes easy toactivate etc
The design is very good.4.,1,5,6,design good
I great reception all the time.,1,6,7,great reception time
I would highly recommend this product.,1,6,7,would highly recommend product
"Couldn't use the unit with sunglasses, not good in Texas!",0,10,13,use unit sunglasses good texas
It dit not work most of the time with my Nokia 5320.,0,12,13,dit work time nokia
"Bought mainly for the charger, which broke soon after purchasing.",0,10,12,bought mainly charger broke soon purchasing
Fantastic buy and will get again for whatever my next phone is,1,12,12,fantastic buy get whatever next phone
"stay away from this store, be careful.",0,7,9,stay away store careful
This BlueAnt Supertooth hands-free phone speaker is AWESOME.,1,8,9,blueant supertooth hands free phone speaker awesome
.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.,1,22,23,item arrived quickly works great metro pcs samsung sch r slider phone sony premium sound ear plugs
"It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time.",1,20,23,light plenty battery capacity confortable wear somewhat extended periods time
disappointing.,0,1,2,disappointing
Blue Ant is easy to use.,1,6,7,blue ant easy use
Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.,1,15,17,cheap hey works pleasantly suprised given low cost item
The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.,0,21,24,camera phone may used dustpan indoors rather using disposable
Then a few days later the a puff of smoke came out of the phone while in use.,0,18,19,days later puff smoke came phone use
It's very convenient and simple to use - gets job done & makes the car ride so much smoother.,1,19,21,convenient simple use gets job done makes car ride much smoother
The nano stated it.My son was dissapointed.,0,7,8,nano stated son dissapointed
The sound quality is excellent as well.,1,7,8,sound quality excellent well
Its the best headset I have used.,1,7,8,best headset used
Would not reccommend.,0,3,4,would reccommend
They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.,1,21,22,around years carries highest quality anti glare screen protector found date
Just what I wanted.,1,4,5,wanted
This particular model would not work with my Motorola Q smartphone.,0,11,12,particular model would work motorola q smartphone
wont work right or atleast for me.,0,7,8,wont work right atleast
in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.,0,15,18,addition feels amp looks phone lightweight cheap plastic
"But now that it is ""out of warranty"" the same problems reoccure.Bottom line... put your money somewhere else... Cingular will not support it.",0,23,28,warranty problems reoccure bottom line put money somewhere else cingular support
"I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good",0,20,21,really wanted plantronics right one many issues good
Great product.,1,2,3,great product
Crisp and Clear.,1,3,4,crisp clear
AFter the first charge kept going dead after 12 minutes.,0,10,11,first charge kept going dead minutes
"VERY cheap plastic, creaks like an old wooden floor.",0,9,11,cheap plastic creaks like old wooden floor
"I get absolutely horrible reception in my apartment, where with other phones I have not had this problem.",0,18,20,get absolutely horrible reception apartment phones problem
The reception has been generally good.,1,6,7,reception generally good
"Excellent sound, battery life and inconspicuous to boot!.",1,8,11,excellent sound battery life inconspicuous boot
Great bluetooth!.,1,2,4,great bluetooth
I highly recommend this case.,1,5,6,highly recommend case
WORTHWHILE.,1,1,2,worthwhile
"After my phone got to be about a year old, it's been slowly breaking despite much care on my part.",0,20,23,phone got year old slowly breaking despite much care part
I am sorry I made this purchase.,0,7,8,sorry made purchase
I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.,0,20,21,bought hoping could make bluetooth headset fit better things made impossible wear
Treo and T-Mobile refused to replace it again and forced me to buy another phone without any kind of upgrade discount.,0,21,22,treo mobile refused replace forced buy another phone without kind upgrade discount
It was horrible!.,0,3,5,horrible
I don't think it would hold it too securly on your belt.,0,12,14,think would hold securly belt
This allows the possibility of double booking for the same date and time after the first.,0,16,17,allows possibility double booking date time first
They work about 2 weeks then break.,0,7,8,work weeks break
It is simple to use and I like it.,1,9,10,simple use like
"It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!",1,21,26,great tool entertainment communication data management oh sure use activesync optimal data synchronization results
I can't use this case because the smell is disgusting.,0,10,12,use case smell disgusting
NOT WHAT I WANTED.,0,4,5,wanted
I own 2 of these cases and would order another.,1,10,11,cases would order another
I bought this battery with a coupon from Amazon and I'm very happy with my purchase.,1,16,18,bought battery coupon amazon happy purchase
"The internet access was fine, it the rare instance that it worked.",0,12,14,internet access fine rare instance worked
Perfect for the PS3.,1,4,5,perfect ps
"Five star Plus, plus.",1,4,6,five star plus plus
A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.,1,27,30,good quality bargain bought bought cheapy big lots sounded awful people end hear
$50 Down the drain.,0,4,6,$ drain
I tried talking real loud but shouting on the telephone gets old and I was still told it wasn't great.,0,20,22,tried talking real loud shouting telephone gets old still told great
"Good , works fine.",1,4,5,good works fine
For the price this was a great deal.,1,8,9,price great deal
"Great price, too!",1,3,5,great price
"If there is a wind, it is completely useless.",0,9,11,wind completely useless
Yes it's shiny on front side - and I love it!,1,11,13,yes shiny front side love
Does Not Work.,0,3,4,work
"At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).",0,21,26,first thought grtting good deal $ plugged phone vc razr
The reception through this headset is excellent.,1,7,8,reception headset excellent
2 thumbs up to this seller,1,6,6,thumbs seller
"I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.",1,22,24,verizon lg phone work well together good reception range exceeds feet line sight
Improper description.... I had to return it.,0,7,9,improper description return
#1 It Works - #2 It is Comfortable.,1,8,11,works comfortable
Battery charge-life is quite long.,1,5,6,battery charge life quite long
The Jabra EarGels fit my ears very well.,1,8,9,jabra eargels fit ears well
Battery has no life.,0,4,5,battery life
I checked everywhere and there is no feature for it which is really disappointing.,0,14,15,checked everywhere feature really disappointing
Product is exactly as described.,1,5,6,product exactly described
Gets a signal when other Verizon phones won't.,1,8,10,gets signal verizon phones
Doesn't do the job.,0,4,6,job
I would recommend it.,1,4,5,would recommend
Plan on ordering from them again and again.,1,8,9,plan ordering
"That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.",1,23,28,said phone camera nice many cool effects play video decent well
I have been very satisfied with this cell phone from day one.,1,12,13,satisfied cell phone day one
They keep getting better and better (this is my third one and I've had numerous Palms too).,1,17,21,keep getting better better third one numerous palms
Awkward to use and unreliable.,0,5,6,awkward use unreliable
The shipping time was also very quick!,1,7,8,shipping time also quick
Not as good as I had hoped.,0,7,8,good hoped
Good case!.,1,2,4,good case
Doesn't Work.,0,2,4,work
Really good product.,1,3,4,really good product
Unfortunately it did not work.,0,5,6,unfortunately work
All three broke within two months of use.,0,8,9,three broke within two months use
dont buy it.,0,3,4,dont buy
"My father has the V265, and the battery is dying.",0,10,12,father v battery dying
"However, the ear pads come off easily and after only one week I lost one.",0,15,17,however ear pads come easily one week lost one
"The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.",0,24,27,calls drop phone comes screen goes black worst stops ringing intermittently
"Horrible, horrible protector.",0,3,5,horrible horrible protector
I don't like this Nokia either.,0,6,8,like nokia either
"Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.",0,21,23,reaching bottom row uncomfortable send end keys expect
I have bought this Nokia cell phone a few weeks ago and it was a nightmare.,0,16,17,bought nokia cell phone weeks ago nightmare
It would take too long to describe how bad my customer service experience has been with Amazon.,0,17,18,would take long describe bad customer service experience amazon
the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!,0,10,14,disappointing thing speakerphone
Terrible.. My car will not accept this cassette.,0,8,10,terrible car accept cassette
"Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.",0,23,25,product useless since enough charging current charge cellphones planning use
It's not what it says it is.,0,7,9,says
Stay Away From the Q!.,0,5,7,stay away q
Used and dirty.,0,3,4,used dirty
Very unreliable service from T-mobile !,0,6,6,unreliable service mobile
Not good enough for the price.,0,6,7,good enough price
I bought two of them and neither will charge.,0,9,10,bought two neither charge
It looks very nice.,1,4,5,looks nice
"This is an excellent tool, especially when paired with your phone's auto-answer.",1,12,15,excellent tool especially paired phone auto answer
I have read other's reviews here but I haven't had any problem with it.,1,14,17,read reviews problem
These products cover up the important light sensor above the ear outlet.,0,12,13,products cover important light sensor ear outlet
Comfortable in my hand.,1,4,5,comfortable hand
Just does not work.,0,4,5,work
Poor Reliability.,0,2,3,poor reliability
(It works!),1,2,5,works
"If I take a picture, the battery drops a bar, and starts beeping, letting me know its dieing.",0,18,22,take picture battery drops bar starts beeping letting know dieing
"Terrible product, and waste of money!",0,6,8,terrible product waste money
Last time buying from you.,0,5,6,last time buying
It was a waste of my money.,0,7,8,waste money
So far it has worked like a charm.,1,8,9,far worked like charm
"I have only had it for a few weeks, but so far, so good.",1,14,17,weeks far good
"But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.",1,28,33,case best part download pictures laptop using ir even send pictures laptop phone
Would recommend this item.,1,4,5,would recommend item
It's been my choice headset for years.Great sound; good volume; good noise cancellation.,1,13,17,choice headset years great sound good volume good noise cancellation
"Nice case, feels good in your hands.",1,7,9,nice case feels good hands
The item received was Counterfeit.,0,5,6,item received counterfeit
"Just really good.. So far, probably the best BT headset I have ever had.",1,14,17,really good far probably best bt headset ever
Works fine.,1,2,3,works fine
I received my headset in good time and was happy with it.,1,12,13,received headset good time happy
I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.,1,19,20,pleased see could replace well travled swivel holster blackberry flip
My sister has one also and she loves it.,1,9,10,sister one also loves
Good Quality.,1,2,3,good quality
This is by far the worst purchase I've made on Amazon.,0,11,13,far worst purchase made amazon
Excellent dual-purpose headset.,1,3,4,excellent dual purpose headset
Excellent!.,1,1,3,excellent
Does not work for listening to music with the cingular 8125.,0,11,12,work listening music cingular
"It seems completely secure, both holding on to my belt, and keeping the iPhone inside.",1,15,18,seems completely secure holding belt keeping iphone inside
"The bottowm line...another worthless, cheap gimmick from Sprint.",0,8,12,bottowm line another worthless cheap gimmick sprint
Having trouble with volume.,0,4,5,trouble volume
The only good thing was that it fits comfortably on small ears.,1,12,13,good thing fits comfortably small ears
WARNING - DO NOT BUY!!.,0,5,8,warning buy
"I am pairing this with my iphone, and I could not be happier with it so far.",1,17,19,pairing iphone could happier far
"When it opens, the battery connection is broken and the device is turned off.",0,14,16,opens battery connection broken device turned
"I didn't want the clip going over the top of my ear, causing discomfort.",0,14,17,want clip going top ear causing discomfort
Best headset ever!!!.,1,3,7,best headset ever
Don't trust their website and don't expect any helpful support.,0,10,13,trust website expect helpful support
It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.,1,24,25,loud glad say plantronics maintains flawless connection cell static normal use
The speaker is of low quality so as making the ring tones sound very cheap.,0,15,16,speaker low quality making ring tones sound cheap
"Fits comfortably, came with three sizes of earbud tips.",1,9,11,fits comfortably came three sizes earbud tips
Bad Reception.,0,2,3,bad reception
This product is very High quality Chinese CRAP!!!!!!,0,8,14,product high quality chinese crap
It was quite comfortable in the ear.,1,7,8,quite comfortable ear
Don't buy this product - It fails!.,0,7,10,buy product fails
Everything about this product is wrong.First,0,6,6,everything product wrong first
The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.,1,25,26,pairing two devices easy barely took couple minutes started making calls voice dialing feature
"This was utterly confusing at first, which caused me to lose a couple of very, very important contacts.",0,18,21,utterly confusing first caused lose couple important contacts
Terrible phone holder.,0,3,4,terrible phone holder
The cutouts and buttons are placed perfectly.,1,7,8,cutouts buttons placed perfectly
I love being able to use one headset for both by land-line and cell.,1,14,15,love able use one headset land line cell
Problem is that the ear loops are made of weak material and break easily.,0,14,15,problem ear loops made weak material break easily
Not nearly as good looking as the AMAZON picture makes it look.,0,12,13,nearly good looking amazon picture makes look
"But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.",1,23,25,despite flaws case exceptional quality well worth additional costs owning official oem product
How stupid is that?,0,4,5,stupid
"I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting.",1,21,26,hear driving car usually even put loudest setting
Seller shipped quickly and much cheaper than the competitors.,1,9,10,seller shipped quickly much cheaper competitors
"Good show, Samsung.",1,3,5,good show samsung
So I bought about 10 of these and saved alot of money.,1,12,13,bought saved alot money
It always cuts out and makes a beep beep beep sound then says signal failed.,0,15,16,always cuts makes beep beep beep sound says signal failed
Couldn't figure it out,0,4,5,figure
"My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.",0,26,32,phone sounded ok great ok wife phone almost totally unintelligible understand word said
So I had to take the battery out of the phone put it all back together and then restart it.,0,20,21,take battery phone put back together restart
"While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.",0,25,27,managed bend leaf spring back place metal enough stress break next drop
Leopard Print is wonderfully wild!.,1,5,7,leopard print wonderfully wild
Works for me.,1,3,4,works
"Saggy, floppy piece of junk.",0,5,7,saggy floppy piece junk
much better than the hard plastic cases.,1,7,8,much better hard plastic cases
It also had a new problem.,0,6,7,also new problem
Happy so far!.,1,3,5,happy far
cool phone.,1,2,3,cool phone
Works good.,1,2,3,works good
Motorola finally got the voice quality of a bluetooth headset right.,1,11,12,motorola finally got voice quality bluetooth headset right
It looses connection to the phone even when it is within a couple feet between the two.,0,17,18,looses connection phone even within couple feet two
"but it is great, i would really recommend it",1,9,10,great would really recommend
Makes it easier to keep up with my bluetooth when I'm not wearing it.,0,14,16,makes easier keep bluetooth wearing
As I said above....PRETTY USELESS!,0,5,8,said pretty useless
Never got it!!!!!,0,3,8,never got
This pair of headphones is the worst that I have ever had sound-wise.,0,13,14,pair headphones worst ever sound wise
[...] down the drain because of a weak snap!,0,9,12,drain weak snap
Does not charge the Cingular (ATT) 8525 phone.,0,8,11,charge cingular att phone
"You get extra minutes so that you can carry out the call and not get cut off.""",1,17,19,get extra minutes carry call get cut
"However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn't receive and place calls.",0,26,30,however year fliptop started get loose wobbly eventually screen went black receive place calls
I kept catching the cable on the seat and I had to pull the phone out to turn it on an off.,0,22,23,kept catching cable seat pull phone turn
The headset fulfills my requirements so I am happy with my purchase.,1,12,13,headset fulfills requirements happy purchase
Logitech Bluetooth Headset is a 10!.,1,6,8,logitech bluetooth headset
"I like the fact that it rests lightly against your ear, rather than inside.",1,14,16,like fact rests lightly ear rather inside
A lot of websites have been rating this a very good phone and so do I.,1,16,17,lot websites rating good phone
I have tried these cables with my computer and my iPod and it works just fine.,1,16,17,tried cables computer ipod works fine
"The mic there is a joke, and the volume is quite low.",0,12,14,mic joke volume quite low
I'm returning them.,0,3,5,returning
I does not maintain a connection with the computer while it is on my lap.,0,15,16,maintain connection computer lap
It is easy to turn on and off when you are in the car and the volume controls are quite accessable.,1,21,22,easy turn car volume controls quite accessable
I have had mine for about a year and this Christmas I bought some for the rest of the family.,1,20,21,mine year christmas bought rest family
"Otherwise, easy to install and use, clear sound.",1,8,11,otherwise easy install use clear sound
nice leather.,1,2,3,nice leather
I had to purchase a different case.,0,7,8,purchase different case
It is a joy to use.,1,6,7,joy use
Very much disappointed with this company.,0,6,7,much disappointed company
Very satisifed with that.,1,4,5,satisifed
It didn't charge for me.,0,5,7,charge
This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!,1,20,22,phone get bought sa say wow
Buttons are too small.,0,4,5,buttons small
Just reading on the specs alone makes you say WOW.,1,10,11,reading specs alone makes say wow
Love it.. Great armband.,1,4,6,love great armband
I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.,1,20,21,really like product motorola allot clearer ear piece mic
"However, the keypads are so tinny that I sometimes reach the wrong buttons.",0,13,15,however keypads tinny sometimes reach wrong buttons
I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.,1,15,17,exchanged sony ericson za pretty happy decision
I was very impressed with the price of the cases.,1,10,11,impressed price cases
Also makes it easier to hold on to.,1,8,9,also makes easier hold
"I use this product in a motor control center where there is a lot of high voltage humming from the equipment, and it works great!",1,25,27,use product motor control center lot high voltage humming equipment works great
It's pretty easy.,1,3,5,pretty easy
I cannot make calls at certain places.,0,7,9,cannot make calls certain places
"however, my girl was complain that some time the phone doesn't wake up like normal phone does.",0,17,20,however girl complain time phone wake like normal phone
Beautiful styling though.,1,3,4,beautiful styling though
This company charge me a restocking fee and still not given me my refund back.,0,15,16,company charge restocking fee still given refund back
I'm trying to return it for a refund.,0,8,10,trying return refund
I plugged it in only to find out not a darn thing worked.,0,13,14,plugged find darn thing worked
Excellent product.,1,2,3,excellent product
Earbud piece breaks easily.,0,4,5,earbud piece breaks easily
Lousy product.,0,2,3,lousy product
This phone tries very hard to do everything but fails at it's very ability to be a phone.,0,18,20,phone tries hard everything fails ability phone
It is the best charger I have seen on the market yet.,1,12,13,best charger seen market yet
SWEETEST PHONE!!!,1,2,5,sweetest phone
":-)Oh, the charger seems to work fine.",1,7,12,oh charger seems work fine
It fits so securely that the ear hook does not even need to be used and the sound is better directed through your ear canal.,1,25,26,fits securely ear hook even need used sound better directed ear canal
Not enough volume.,0,3,4,enough volume
Echo Problem....Very unsatisfactory,0,3,5,echo problem unsatisfactory
you could only take 2 videos at a time and the quality was very poor.,0,15,16,could take videos time quality poor
don't waste your money.,0,4,6,waste money
I am going to have to be the first to negatively review this product.,0,14,15,going first negatively review product
Adapter does not provide enough charging current.,0,7,8,adapter provide enough charging current
"There was so much hype over this phone that I assumed it was the best, my mistake.",0,17,19,much hype phone assumed best mistake
You also cannot take pictures with it in the case because the lense is covered.,0,15,17,also cannot take pictures case lense covered
Phone falls out easily.,0,4,5,phone falls easily
"It didn't work, people can not hear me when I talk.",0,11,14,work people hear talk
The text messaging feature is really tricky to use.,0,9,10,text messaging feature really tricky use
I'm really disappointed all I have now is a charger that doesn't work.,0,13,16,really disappointed charger work
Painful on the ear.,0,4,5,painful ear
Lasted one day and then blew up.,0,7,8,lasted one day blew
disappointed.,0,1,2,disappointed
Kind of flops around.,0,4,5,kind flops around
The screen does get smudged easily because it touches your ear and face.,0,13,14,screen get smudged easily touches ear face
What a piece of junk.. I lose more calls on this phone.,0,12,14,piece junk lose calls phone
Item Does Not Match Picture.,0,5,6,item match picture
The only thing that disappoint me is the infra red port (irda).,0,12,15,thing disappoint infra red port irda
"You can not answer calls with the unit, never worked once!",0,11,13,answer calls unit never worked
"A very, very, very slow-moving, aimless movie about a distressed, drifting young man.  ",0,13,18,slow moving aimless movie distressed drifting young man
"Not sure who was more lost - the flat characters or the audience, nearly half of whom walked out.  ",0,19,21,sure lost flat characters audience nearly half walked
"Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.  ",0,31,33,attempting artiness black white clever camera angles movie disappointed became even ridiculous acting poor plot lines almost non existent
Very little music or anything to speak of.  ,0,8,9,little music anything speak
The best scene in the movie was when Gerardo is trying to find a song that keeps running through his head.  ,1,21,22,best scene movie gerardo trying find song keeps running head
"The rest of the movie lacks art, charm, meaning... If it's about emptiness, it works I guess because it's empty.  ",0,20,27,rest movie lacks art charm meaning emptiness works guess empty
Wasted two hours.  ,0,3,4,wasted two hours
"Saw the movie today and thought it was a good effort, good messages for kids.  ",1,15,17,saw movie today thought good effort good messages kids
A bit predictable.  ,0,3,4,bit predictable
Loved the casting of Jimmy Buffet as the science teacher.  ,1,10,11,loved casting jimmy buffet science teacher
And those baby owls were adorable.  ,1,6,7,baby owls adorable
"The movie showed a lot of Florida at it's best, made it look very appealing.  ",1,15,18,movie showed lot florida best made look appealing
The Songs Were The Best And The Muppets Were So Hilarious.  ,1,11,12,songs best muppets hilarious
It Was So Cool.  ,1,4,5,cool
"This is a very ""right on case"" movie that delivers everything almost right in your face.  ",1,16,19,right case movie delivers everything almost right face
"It had some average acting from the main person, and it was a low budget as you clearly can see.  ",0,20,22,average acting main person low budget clearly see
"This review is long overdue, since I consider A Tale of Two Sisters to be the single greatest film ever made.  ",1,21,23,review long overdue since consider tale two sisters single greatest film ever made
"I'll put this gem up against any movie in terms of screenplay, cinematography, acting, post-production, editing, directing, or any other aspect of film-making.  ",1,23,31,put gem movie terms screenplay cinematography acting post production editing directing aspect film making
"It's practically perfect in all of them  a true masterpiece in a sea of faux ""masterpieces.  ",1,17,20,practically perfect  true masterpiece sea faux masterpieces
